t,cvfm,mean_hbc,on_target
0.017,0.7308832003823259,-0.16236141978562782,0.0
0.034,0.730883200328826,-0.16679664387375095,0.0
0.051000000000000004,0.7308832002383633,-0.17120406601675583,0.0
0.068,0.7308832001340744,-0.17558426552397954,0.0
0.085,0.7308832000998002,-0.17993730766550053,0.0
0.10200000000000001,0.7308832001886928,-0.18426280751798305,0.0
0.11900000000000001,0.7308832003324389,-0.1885600138883133,0.0
0.136,0.7308832004497,-0.19282790565053926,0.0
0.15300000000000002,0.7308832005213939,-0.1970652927382407,0.0
0.17000000000000004,0.7308832005590572,-0.20127091443318967,0.0
0.18700000000000006,0.7308832005756035,-0.2054435287285674,0.0
0.20400000000000007,0.7308832005786147,-0.20958198806871042,0.0
0.22100000000000009,0.7308832005711648,-0.2136852984209345,0.0
0.2380000000000001,0.7308832005531342,-0.2177526602859176,0.0
0.2550000000000001,0.7308832005214704,-0.22178349174709833,0.0
0.27200000000000013,0.7308832004688499,-0.22577743488197208,0.0
0.28900000000000015,0.730883200378458,-0.22973434775073112,0.0
0.30600000000000016,0.7308832002051572,-0.23365428473009614,0.0
0.3230000000000002,0.7308831997974424,-0.23753746819424879,0.0
0.3400000000000002,0.7308831985037831,-0.24138425446683137,0.0
0.3570000000000002,0.7308831930277122,-0.2451950962867445,0.0
0.3740000000000002,0.7308831637601821,-0.2489704972480952,0.0
0.39100000000000024,0.7308830992941295,-0.25271092046546867,0.0
0.40800000000000025,0.7308830046133474,-0.25641717247410506,0.0
0.42500000000000027,0.7308830101671905,-0.26008953179078825,0.0
0.4420000000000003,0.7308830140085818,-0.26372841647652484,0.0
0.4590000000000003,0.7308830149154399,-0.2673342343829057,0.0
0.4760000000000003,0.7308830151364941,-0.2709072719164118,0.0
0.4930000000000003,0.7308830151966944,-0.27444772105635823,0.0
0.5100000000000003,0.7308830152178465,-0.27795568490729067,0.0
0.5270000000000004,0.7308830152302076,-0.28143118455599914,0.0
0.5440000000000004,0.730883015240896,-0.28487417011712113,0.0
0.5610000000000004,0.7308830152509709,-0.2882845357409536,0.0
0.5780000000000004,0.7308830152601272,-0.29166213793086365,0.0
0.5950000000000004,0.7308830152679806,-0.2950068164181515,0.0
0.6120000000000004,0.7308830152743337,-0.2983184168071842,0.0
0.6290000000000004,0.7308830152791648,-0.30159681419793233,0.0
0.6460000000000005,0.7308830152825536,-0.3048419370108345,0.0
0.6630000000000005,0.7308830152846222,-0.30805379027904034,0.0
0.6800000000000005,0.7308830152854947,-0.31123247773457957,0.0
0.6970000000000005,0.7308830152852758,-0.314378222096383,0.0
0.7140000000000005,0.7308830152840405,-0.31749138306678215,0.0
0.7310000000000005,0.7308830152818305,-0.32057247265545635,0.0
0.7480000000000006,0.7308830152786544,-0.32362216757118145,0.0
0.7650000000000006,0.7308830152744862,-0.3266413185468082,0.0
0.7820000000000006,0.7308830152692694,-0.3296309565859574,0.0
0.7990000000000006,0.7308830152629124,-0.3325922962354141,0.0
0.8160000000000006,0.7308830152552888,-0.3355267360900845,0.0
0.8330000000000006,0.730883015246233,-0.3384358568235035,0.0
0.8500000000000006,0.7308830152355289,-0.3413214171032909,0.0
0.8670000000000007,0.7308830152228978,-0.34418534779601073,0.0
0.8840000000000007,0.7308830152079725,-0.34702974488927685,0.0
0.9010000000000007,0.7308830151902664,-0.34985686156157547,0.0
0.9180000000000007,0.7308830151691161,-0.35266909981408007,0.0
0.9350000000000007,0.730883015143589,-0.35546900204640414,0.0
0.9520000000000007,0.7308830151123398,-0.3582592429128922,0.0
